===Testing batch size: 1024, Ephocs: 100 ===
epoch, batch_size,train_acc,test_ll,test_acc
1,1024,0.7350666666666666,-1.7954700363624914,0.7384
2,1024,0.7775,-1.4656523557598917,0.7882
3,1024,0.7984166666666667,-1.2485865420969606,0.8107
4,1024,0.8120833333333334,-1.0999021039861836,0.822
5,1024,0.8217333333333333,-0.9931990323833124,0.8318
6,1024,0.8284333333333334,-0.9133217690058347,0.8372
7,1024,0.8337333333333333,-0.8513698430901045,0.8418
8,1024,0.8382333333333334,-0.8019006711307882,0.8467
9,1024,0.8425666666666667,-0.7614424261157456,0.8518
10,1024,0.8457833333333333,-0.727692068382595,0.855
11,1024,0.8485166666666667,-0.699067850176932,0.8576
12,1024,0.8510833333333333,-0.6744498325830236,0.8599
13,1024,0.8535,-0.6530236948183162,0.8622
14,1024,0.85585,-0.6341834135153619,0.8643
15,1024,0.8576166666666667,-0.6174686930942387,0.8666
16,1024,0.8595166666666667,-0.6025235871508345,0.8676
17,1024,0.8609333333333333,-0.5890684309989219,0.8686
18,1024,0.8625166666666667,-0.5768803639635359,0.8706
19,1024,0.8637666666666667,-0.565779531868258,0.8717
20,1024,0.8650333333333333,-0.5556191300208176,0.8737
21,1024,0.866,-0.5462780958088405,0.8747
22,1024,0.8670833333333333,-0.5376556632529454,0.8756
23,1024,0.8681666666666666,-0.5296672481961817,0.8766
24,1024,0.8692833333333333,-0.5222412991770851,0.8777
25,1024,0.8702666666666666,-0.5153168591013194,0.8788
26,1024,0.8712,-0.5088416569468035,0.8798
27,1024,0.8720333333333333,-0.502770599473882,0.8804
28,1024,0.8726833333333334,-0.4970645681736106,0.8818
29,1024,0.8733833333333333,-0.49168945154152127,0.8824
30,1024,0.8740833333333333,-0.4866153605141315,0.8829
31,1024,0.87475,-0.48181598773751777,0.8841
32,1024,0.8756166666666667,-0.47726808072041593,0.8848
33,1024,0.8763833333333333,-0.4729510058590449,0.8851
34,1024,0.8769666666666667,-0.4688463854974629,0.8854
35,1024,0.8775666666666667,-0.4649377940878272,0.8858
36,1024,0.8781166666666667,-0.46121050247994155,0.8864
37,1024,0.8787833333333334,-0.4576512616420474,0.887
38,1024,0.87925,-0.45424811887028493,0.8874
39,1024,0.87985,-0.45099026091028666,0.8881
40,1024,0.8804333333333333,-0.4478678794847639,0.8883
41,1024,0.8808833333333334,-0.4448720555652293,0.889
42,1024,0.8812666666666666,-0.44199465939607724,0.8894
43,1024,0.8818166666666667,-0.4392282638142343,0.8894
44,1024,0.8822666666666666,-0.4365660688371063,0.8897
45,1024,0.8828333333333334,-0.43400183583825147,0.8898
46,1024,0.8832166666666666,-0.4315298299114779,0.8901
47,1024,0.88345,-0.42914476925336287,0.8907
48,1024,0.8838833333333334,-0.4268417805819884,0.8912
49,1024,0.8841833333333333,-0.42461635976417694,0.8916
50,1024,0.88455,-0.42246433695113356,0.8917
51,1024,0.885,-0.4203818456282681,0.8921
52,1024,0.8855,-0.4183652950731178,0.8923
53,1024,0.8858333333333334,-0.4164113457889684,0.8929
54,1024,0.8861666666666667,-0.4145168875435722,0.8937
55,1024,0.8866833333333334,-0.4126790196943774,0.8941
56,1024,0.8869666666666667,-0.4108950335256064,0.8947
57,1024,0.8872,-0.40916239635973495,0.895
58,1024,0.88745,-0.4074787372375435,0.895
59,1024,0.8878333333333334,-0.40584183398786206,0.8952
60,1024,0.8880833333333333,-0.4042496015311629,0.896
61,1024,0.8883333333333333,-0.4027000812808986,0.8962
62,1024,0.88865,-0.4011914315234441,0.8964
63,1024,0.88895,-0.39972191867212054,0.8966
64,1024,0.8894,-0.398289909303398,0.8968
65,1024,0.8895333333333333,-0.3968938628943075,0.8969
66,1024,0.8897333333333334,-0.39553232518957093,0.897
67,1024,0.89005,-0.3942039221352112,0.8971
68,1024,0.8903166666666666,-0.392907354322591,0.8974
69,1024,0.89045,-0.3916413918931093,0.8979
70,1024,0.8908833333333334,-0.39040486985928385,0.8982
71,1024,0.8911333333333333,-0.3891966838027646,0.8984
72,1024,0.8914166666666666,-0.3880157859140632,0.8985
73,1024,0.8916166666666666,-0.3868611813425116,0.8987
74,1024,0.8918333333333334,-0.3857319248282518,0.899
75,1024,0.8921333333333333,-0.38462711759096685,0.899
76,1024,0.8923666666666666,-0.38354590445263337,0.899
77,1024,0.89255,-0.3824874711738603,0.899
78,1024,0.89275,-0.38145104198539903,0.8991
79,1024,0.8929166666666667,-0.38043587729821693,0.8994
80,1024,0.8932,-0.37944127157712676,0.8999
81,1024,0.8933833333333333,-0.3784665513643989,0.8999
82,1024,0.89365,-0.3775110734410616,0.9
83,1024,0.8938666666666667,-0.37657422311473954,0.9006
84,1024,0.8942166666666667,-0.3756554126239069,0.9009
85,1024,0.89435,-0.3747540796493509,0.9009
86,1024,0.8946166666666666,-0.3738696859244692,0.9012
87,1024,0.8948833333333334,-0.3730017159367678,0.9013
88,1024,0.895,-0.37214967571359864,0.9014
89,1024,0.8951833333333333,-0.3713130916857758,0.9016
90,1024,0.8953166666666666,-0.37049150962325905,0.9018
91,1024,0.8955333333333333,-0.3696844936375867,0.9021
92,1024,0.89565,-0.3688916252461829,0.9022
93,1024,0.8958833333333334,-0.3681125024940726,0.9024
94,1024,0.8960333333333333,-0.3673467391289033,0.9025
95,1024,0.8962333333333333,-0.36659396382550535,0.9026
96,1024,0.8964166666666666,-0.3658538194565274,0.9028
97,1024,0.8965333333333333,-0.3651259624059564,0.9028
98,1024,0.8966333333333333,-0.3644100619225871,0.903
99,1024,0.8967,-0.36370579951073,0.9031
100,1024,0.8968666666666667,-0.36301286835566,0.9031
